,URL,full_model_name,Parameters,MMLU_average,arc:challenge|25,hellaswag|10,MMLU_abstract_algebra,MMLU_anatomy,MMLU_astronomy,MMLU_business_ethics,MMLU_clinical_knowledge,MMLU_college_biology,MMLU_college_chemistry,MMLU_college_computer_science,MMLU_college_mathematics,MMLU_college_medicine,MMLU_college_physics,MMLU_computer_security,MMLU_conceptual_physics,MMLU_econometrics,MMLU_electrical_engineering,MMLU_elementary_mathematics,MMLU_formal_logic,MMLU_global_facts,MMLU_high_school_biology,MMLU_high_school_chemistry,MMLU_high_school_computer_science,MMLU_high_school_european_history,MMLU_high_school_geography,MMLU_high_school_government_and_politics,MMLU_high_school_macroeconomics,MMLU_high_school_mathematics,MMLU_high_school_microeconomics,MMLU_high_school_physics,MMLU_high_school_psychology,MMLU_high_school_statistics,MMLU_high_school_us_history,MMLU_high_school_world_history,MMLU_human_aging,MMLU_human_sexuality,MMLU_international_law,MMLU_jurisprudence,MMLU_logical_fallacies,MMLU_machine_learning,MMLU_management,MMLU_marketing,MMLU_medical_genetics,MMLU_miscellaneous,MMLU_moral_disputes,MMLU_moral_scenarios,MMLU_nutrition,MMLU_philosophy,MMLU_prehistory,MMLU_professional_accounting,MMLU_professional_law,MMLU_professional_medicine,MMLU_professional_psychology,MMLU_public_relations,MMLU_security_studies,MMLU_sociology,MMLU_us_foreign_policy,MMLU_virology,MMLU_world_religions
vicuna-13b-delta-v1.1,https://huggingface.co/lmsys/vicuna-13b-delta-v1.1,lmsys/vicuna-13b-delta-v1.1,13.0,0.5190047111544449,0.5196245733788396,0.6011750647281418,0.28,0.4888888888888889,0.506578947368421,0.54,0.4981132075471698,0.5972222222222222,0.38,0.46,0.31,0.4161849710982659,0.27450980392156865,0.64,0.39148936170212767,0.30701754385964913,0.4689655172413793,0.3386243386243386,0.40476190476190477,0.26,0.567741935483871,0.4039408866995074,0.55,0.6666666666666666,0.6515151515151515,0.694300518134715,0.4717948717948718,0.3,0.44537815126050423,0.31125827814569534,0.6844036697247706,0.36574074074074076,0.6862745098039216,0.7130801687763713,0.5829596412556054,0.6717557251908397,0.6859504132231405,0.6203703703703703,0.6441717791411042,0.39285714285714285,0.6990291262135923,0.7521367521367521,0.59,0.6922094508301405,0.546242774566474,0.3318435754189944,0.5522875816993464,0.5241157556270096,0.5493827160493827,0.3900709219858156,0.41851368970013036,0.49264705882352944,0.5179738562091504,0.5454545454545454,0.6244897959183674,0.7711442786069652,0.76,0.4397590361445783,0.7134502923976608
vicuna-7b-v1.5,https://huggingface.co/lmsys/vicuna-7b-v1.5,lmsys/vicuna-7b-v1.5,7.0,0.5103744901660731,0.5034129692832765,0.5840470025891257,0.29,0.5037037037037037,0.47368421052631576,0.54,0.5358490566037736,0.5138888888888888,0.33,0.44,0.39,0.48554913294797686,0.18627450980392157,0.64,0.451063829787234,0.30701754385964913,0.42758620689655175,0.30687830687830686,0.38095238095238093,0.35,0.5387096774193548,0.39901477832512317,0.44,0.6242424242424243,0.6161616161616161,0.7305699481865285,0.48717948717948717,0.24814814814814815,0.4495798319327731,0.2847682119205298,0.6972477064220184,0.38425925925925924,0.7205882352941176,0.7130801687763713,0.6233183856502242,0.6335877862595419,0.5785123966942148,0.5555555555555556,0.5337423312883436,0.44642857142857145,0.6796116504854369,0.7692307692307693,0.57,0.6871008939974457,0.5606936416184971,0.24581005586592178,0.5784313725490197,0.5916398713826366,0.5617283950617284,0.36524822695035464,0.3728813559322034,0.5404411764705882,0.4918300653594771,0.6181818181818182,0.6285714285714286,0.6716417910447762,0.76,0.42771084337349397,0.7134502923976608
longchat-13b-16k,https://huggingface.co/lmsys/longchat-13b-16k,lmsys/longchat-13b-16k,13.0,0.452377036614488,0.5059726962457338,0.5900219079864569,0.39,0.4222222222222222,0.40131578947368424,0.47,0.47547169811320755,0.4444444444444444,0.38,0.39,0.29,0.34104046242774566,0.19607843137254902,0.54,0.3617021276595745,0.23684210526315788,0.4827586206896552,0.29365079365079366,0.2777777777777778,0.35,0.4645161290322581,0.35960591133004927,0.5,0.593939393939394,0.5909090909090909,0.6269430051813472,0.3974358974358974,0.23333333333333334,0.42857142857142855,0.2980132450331126,0.563302752293578,0.375,0.5735294117647058,0.6962025316455697,0.4125560538116592,0.45038167938931295,0.6528925619834711,0.5277777777777778,0.3987730061349693,0.36607142857142855,0.6116504854368932,0.6196581196581197,0.55,0.5606641123882503,0.4595375722543353,0.2581005586592179,0.48366013071895425,0.5241157556270096,0.5,0.34397163120567376,0.37157757496740546,0.3602941176470588,0.4395424836601307,0.509090909090909,0.5102040816326531,0.6218905472636815,0.69,0.45180722891566266,0.6666666666666666
WizardLM-30B-V1.0,https://huggingface.co/LLMs/WizardLM-30B-V1.0,LLMs/WizardLM-30B-V1.0,30.0,0.5905118082176689,0.6032423208191127,0.6334395538737303,0.25,0.5481481481481482,0.6447368421052632,0.63,0.6,0.6666666666666666,0.39,0.41,0.32,0.5433526011560693,0.3333333333333333,0.69,0.49361702127659574,0.39473684210526316,0.4689655172413793,0.37566137566137564,0.373015873015873,0.36,0.6935483870967742,0.42857142857142855,0.62,0.7272727272727273,0.7727272727272727,0.844559585492228,0.5897435897435898,0.3074074074074074,0.5714285714285714,0.33112582781456956,0.7908256880733945,0.4722222222222222,0.7941176470588235,0.8059071729957806,0.6591928251121076,0.6793893129770993,0.7603305785123967,0.7037037037037037,0.7361963190184049,0.4017857142857143,0.7475728155339806,0.8632478632478633,0.65,0.7701149425287356,0.6589595375722543,0.3776536312849162,0.6601307189542484,0.6816720257234726,0.6944444444444444,0.4716312056737589,0.4452411994784876,0.6029411764705882,0.6437908496732027,0.6545454545454545,0.6693877551020408,0.7960199004975125,0.83,0.4759036144578313,0.783625730994152
Stable-Vicuna-13B,https://huggingface.co/LLMs/Stable-Vicuna-13B,LLMs/Stable-Vicuna-13B,13.0,0.5036523508890685,0.514505119453925,0.5866361282613025,0.32,0.48148148148148145,0.5592105263157895,0.48,0.45660377358490567,0.5277777777777778,0.42,0.42,0.32,0.3988439306358382,0.23529411764705882,0.61,0.40425531914893614,0.30701754385964913,0.4482758620689655,0.30687830687830686,0.3412698412698413,0.32,0.5580645161290323,0.33004926108374383,0.49,0.6363636363636364,0.6212121212121212,0.689119170984456,0.45897435897435895,0.3,0.5084033613445378,0.31125827814569534,0.6678899082568808,0.375,0.6323529411764706,0.6582278481012658,0.5964125560538116,0.6183206106870229,0.628099173553719,0.6111111111111112,0.6441717791411042,0.38392857142857145,0.6601941747572816,0.7863247863247863,0.54,0.6743295019157088,0.5578034682080925,0.27150837988826815,0.5424836601307189,0.5530546623794212,0.5216049382716049,0.36879432624113473,0.3983050847457627,0.5036764705882353,0.5049019607843137,0.5545454545454546,0.6163265306122448,0.6517412935323383,0.72,0.46987951807228917,0.7368421052631579
AlpacaGPT4-7B-elina,https://huggingface.co/LLMs/AlpacaGPT4-7B-elina,LLMs/AlpacaGPT4-7B-elina,7.0,0.37499940470203447,0.515358361774744,0.5927106154152559,0.33,0.4222222222222222,0.39473684210526316,0.46,0.4226415094339623,0.3819444444444444,0.31,0.36,0.3,0.30057803468208094,0.22549019607843138,0.46,0.3617021276595745,0.23684210526315788,0.27586206896551724,0.26455026455026454,0.2222222222222222,0.35,0.3774193548387097,0.2660098522167488,0.38,0.43636363636363634,0.398989898989899,0.5233160621761658,0.358974358974359,0.24444444444444444,0.3319327731092437,0.2913907284768212,0.47339449541284406,0.3472222222222222,0.4019607843137255,0.4430379746835443,0.43946188340807174,0.3816793893129771,0.5371900826446281,0.4074074074074074,0.36809815950920244,0.26785714285714285,0.39805825242718446,0.5,0.43,0.44061302681992337,0.3815028901734104,0.2424581005586592,0.4117647058823529,0.42443729903536975,0.37962962962962965,0.3120567375886525,0.29986962190352023,0.4338235294117647,0.3741830065359477,0.45454545454545453,0.363265306122449,0.5074626865671642,0.45,0.3192771084337349,0.49707602339181284
OpenOrca-Platypus2-13B-thera-1250,https://huggingface.co/gaodrew/OpenOrca-Platypus2-13B-thera-1250,gaodrew/OpenOrca-Platypus2-13B-thera-1250,13.0,0.5703995605332559,0.5554607508532423,0.6116311491734714,0.34,0.48148148148148145,0.5460526315789473,0.57,0.5962264150943396,0.6180555555555556,0.43,0.49,0.29,0.5549132947976878,0.30392156862745096,0.69,0.4808510638297872,0.34210526315789475,0.5172413793103449,0.3148148148148148,0.35714285714285715,0.37,0.6741935483870968,0.4088669950738916,0.58,0.696969696969697,0.6919191919191919,0.8290155440414507,0.5666666666666667,0.35555555555555557,0.592436974789916,0.33774834437086093,0.7871559633027523,0.46296296296296297,0.75,0.7721518987341772,0.6636771300448431,0.5954198473282443,0.7024793388429752,0.7037037037037037,0.6809815950920245,0.33035714285714285,0.7475728155339806,0.811965811965812,0.58,0.7701149425287356,0.6445086705202312,0.44581005586592176,0.6078431372549019,0.6784565916398714,0.6574074074074074,0.450354609929078,0.45697522816166886,0.5919117647058824,0.5571895424836601,0.6181818181818182,0.6653061224489796,0.7562189054726368,0.78,0.45180722891566266,0.7660818713450293
RedPajama-INCITE-Chat-3B-v1-FT-LoRA-8bit-test1,https://huggingface.co/DanielSc4/RedPajama-INCITE-Chat-3B-v1-FT-LoRA-8bit-test1,DanielSc4/RedPajama-INCITE-Chat-3B-v1-FT-LoRA-8bit-test1,3.0,0.2516405686491375,0.3643344709897611,0.4704242182832105,0.31,0.25925925925925924,0.2631578947368421,0.23,0.21509433962264152,0.2708333333333333,0.25,0.22,0.25,0.23699421965317918,0.3235294117647059,0.26,0.23404255319148937,0.23684210526315788,0.2827586206896552,0.25396825396825395,0.19047619047619047,0.31,0.23870967741935484,0.26108374384236455,0.26,0.24848484848484848,0.23737373737373738,0.19689119170984457,0.2076923076923077,0.25925925925925924,0.2184873949579832,0.2582781456953642,0.25688073394495414,0.20833333333333334,0.27941176470588236,0.2616033755274262,0.2645739910313901,0.183206106870229,0.34710743801652894,0.24074074074074073,0.26993865030674846,0.29464285714285715,0.22330097087378642,0.2564102564102564,0.24,0.25798212005108556,0.22832369942196531,0.24134078212290502,0.22549019607843138,0.2990353697749196,0.2808641975308642,0.2553191489361702,0.2777053455019557,0.17279411764705882,0.24836601307189543,0.2545454545454545,0.21224489795918366,0.24875621890547264,0.25,0.28313253012048195,0.2982456140350877
RedPajama-INCITE-Chat-3B-v1-RL-LoRA-8bit-test1,https://huggingface.co/DanielSc4/RedPajama-INCITE-Chat-3B-v1-RL-LoRA-8bit-test1,DanielSc4/RedPajama-INCITE-Chat-3B-v1-RL-LoRA-8bit-test1,3.0,0.2609526396678195,0.3728668941979522,0.49422425811591314,0.27,0.2518518518518518,0.2894736842105263,0.2,0.2830188679245283,0.2708333333333333,0.21,0.23,0.29,0.26011560693641617,0.27450980392156865,0.28,0.2170212765957447,0.23684210526315788,0.2413793103448276,0.2275132275132275,0.23809523809523808,0.28,0.2645161290322581,0.2315270935960591,0.26,0.2545454545454545,0.36363636363636365,0.2849740932642487,0.2692307692307692,0.26296296296296295,0.24369747899159663,0.304635761589404,0.3321100917431193,0.2824074074074074,0.31862745098039214,0.2616033755274262,0.15246636771300448,0.21374045801526717,0.4214876033057851,0.2037037037037037,0.17177914110429449,0.22321428571428573,0.2815533980582524,0.24358974358974358,0.24,0.24904214559386972,0.24277456647398843,0.25921787709497207,0.2875816993464052,0.26366559485530544,0.2839506172839506,0.26595744680851063,0.26140808344198174,0.22794117647058823,0.2565359477124183,0.35454545454545455,0.2857142857142857,0.24378109452736318,0.27,0.20481927710843373,0.2807017543859649
gpt-j-tiny-random,https://huggingface.co/anton-l/gpt-j-tiny-random,anton-l/gpt-j-tiny-random,,0.24462018824497306,0.23037542662116042,0.2559251145190201,0.26,0.2518518518518518,0.18421052631578946,0.26,0.2679245283018868,0.2222222222222222,0.21,0.15,0.23,0.20809248554913296,0.19607843137254902,0.24,0.32340425531914896,0.2807017543859649,0.2206896551724138,0.2566137566137566,0.1984126984126984,0.31,0.25483870967741934,0.270935960591133,0.23,0.24242424242424243,0.21717171717171718,0.20725388601036268,0.2205128205128205,0.26296296296296295,0.23109243697478993,0.1986754966887417,0.23669724770642203,0.16203703703703703,0.23529411764705882,0.2616033755274262,0.37668161434977576,0.22900763358778625,0.24793388429752067,0.2962962962962963,0.24539877300613497,0.2857142857142857,0.2524271844660194,0.2564102564102564,0.26,0.28735632183908044,0.24566473988439305,0.2424581005586592,0.22875816993464052,0.2733118971061093,0.2654320987654321,0.2553191489361702,0.2392438070404172,0.20220588235294118,0.2565359477124183,0.34545454545454546,0.17142857142857143,0.23880597014925373,0.21,0.3192771084337349,0.21052631578947367
metharme-1.3b-finetuned,https://huggingface.co/uberkie/metharme-1.3b-finetuned,uberkie/metharme-1.3b-finetuned,1.3,0.2525982967957417,0.1766211604095563,0.27106154152559253,0.17,0.3037037037037037,0.2631578947368421,0.26,0.2037735849056604,0.25,0.34,0.27,0.22,0.3468208092485549,0.22549019607843138,0.23,0.2680851063829787,0.21052631578947367,0.2413793103448276,0.2566137566137566,0.15079365079365079,0.2,0.3064516129032258,0.29064039408866993,0.26,0.24242424242424243,0.2878787878787879,0.26424870466321243,0.2205128205128205,0.2851851851851852,0.31092436974789917,0.23178807947019867,0.24770642201834864,0.4722222222222222,0.25980392156862747,0.22784810126582278,0.2645739910313901,0.22900763358778625,0.256198347107438,0.2222222222222222,0.25766871165644173,0.21428571428571427,0.1941747572815534,0.19658119658119658,0.29,0.22094508301404853,0.2514450867052023,0.2324022346368715,0.28431372549019607,0.2604501607717042,0.24074074074074073,0.20921985815602837,0.2438070404172099,0.3860294117647059,0.2238562091503268,0.2636363636363636,0.19591836734693877,0.24875621890547264,0.23,0.26506024096385544,0.19883040935672514
Aira-2-1B1,https://huggingface.co/nicholasKluge/Aira-2-1B1,nicholasKluge/Aira-2-1B1,1.0,0.2486397022177032,0.2022184300341297,0.26638119896434975,0.23,0.2814814814814815,0.17763157894736842,0.22,0.21509433962264152,0.1736111111111111,0.16,0.17,0.19,0.19653179190751446,0.23529411764705882,0.3,0.2680851063829787,0.2543859649122807,0.2620689655172414,0.2830687830687831,0.21428571428571427,0.23,0.23870967741935484,0.2857142857142857,0.33,0.2787878787878788,0.19696969696969696,0.23316062176165803,0.2128205128205128,0.24814814814814815,0.226890756302521,0.23178807947019867,0.1908256880733945,0.25,0.28921568627450983,0.25738396624472576,0.2556053811659193,0.24427480916030533,0.2727272727272727,0.3148148148148148,0.2822085889570552,0.19642857142857142,0.17475728155339806,0.29914529914529914,0.31,0.26309067688378035,0.24855491329479767,0.24804469273743016,0.26143790849673204,0.2540192926045016,0.25925925925925924,0.2978723404255319,0.2653194263363755,0.41911764705882354,0.2549019607843137,0.21818181818181817,0.23265306122448978,0.2537313432835821,0.25,0.30120481927710846,0.2631578947368421
Aira-2-774M,https://huggingface.co/nicholasKluge/Aira-2-774M,nicholasKluge/Aira-2-774M,0.774,0.2510445150202255,0.26109215017064846,0.3414658434574786,0.19,0.3111111111111111,0.16447368421052633,0.27,0.2943396226415094,0.2638888888888889,0.2,0.27,0.24,0.34104046242774566,0.22549019607843138,0.32,0.30638297872340425,0.20175438596491227,0.23448275862068965,0.1931216931216931,0.1984126984126984,0.24,0.24516129032258063,0.1625615763546798,0.33,0.24242424242424243,0.31313131313131315,0.26424870466321243,0.23076923076923078,0.3037037037037037,0.21428571428571427,0.24503311258278146,0.26055045871559634,0.19907407407407407,0.2696078431372549,0.2911392405063291,0.12556053811659193,0.2366412213740458,0.2644628099173554,0.25925925925925924,0.294478527607362,0.2857142857142857,0.3786407766990291,0.28205128205128205,0.28,0.19923371647509577,0.2658959537572254,0.23687150837988827,0.27124183006535946,0.3279742765273312,0.22530864197530864,0.25886524822695034,0.2457627118644068,0.16544117647058823,0.24019607843137256,0.19090909090909092,0.22040816326530613,0.24378109452736318,0.27,0.25903614457831325,0.24561403508771928
Aira-1B5,https://huggingface.co/nicholasKluge/Aira-1B5,nicholasKluge/Aira-1B5,1.0,0.27291891876958724,0.2687713310580205,0.36188010356502687,0.25,0.2222222222222222,0.29605263157894735,0.3,0.3018867924528302,0.2569444444444444,0.36,0.32,0.31,0.32947976878612717,0.37254901960784315,0.2,0.20851063829787234,0.23684210526315788,0.2413793103448276,0.26455026455026454,0.35714285714285715,0.18,0.24193548387096775,0.28078817733990147,0.22,0.23030303030303031,0.35353535353535354,0.36787564766839376,0.3641025641025641,0.26296296296296295,0.3445378151260504,0.33112582781456956,0.3394495412844037,0.4583333333333333,0.2696078431372549,0.21518987341772153,0.13901345291479822,0.2824427480916031,0.14049586776859505,0.21296296296296297,0.22699386503067484,0.24107142857142858,0.3786407766990291,0.21367521367521367,0.24,0.20561941251596424,0.2254335260115607,0.27262569832402234,0.2875816993464052,0.24115755627009647,0.22530864197530864,0.24113475177304963,0.23468057366362452,0.41544117647058826,0.23202614379084968,0.2909090909090909,0.39591836734693875,0.2736318407960199,0.26,0.21686746987951808,0.17543859649122806
Aira-2-355M,https://huggingface.co/nicholasKluge/Aira-2-355M,nicholasKluge/Aira-2-355M,0.355,0.2725573019653946,0.24658703071672355,0.3311093407687712,0.27,0.25925925925925924,0.26973684210526316,0.19,0.3283018867924528,0.2569444444444444,0.37,0.36,0.29,0.28901734104046245,0.19607843137254902,0.23,0.25957446808510637,0.2807017543859649,0.296551724137931,0.2698412698412698,0.3333333333333333,0.33,0.24838709677419354,0.31527093596059114,0.24,0.24848484848484848,0.3434343434343434,0.35233160621761656,0.36153846153846153,0.24074074074074073,0.33613445378151263,0.33774834437086093,0.3467889908256881,0.4398148148148148,0.2549019607843137,0.20675105485232068,0.14349775784753363,0.26717557251908397,0.14049586776859505,0.18518518518518517,0.2147239263803681,0.16964285714285715,0.3786407766990291,0.23931623931623933,0.26,0.2260536398467433,0.23410404624277456,0.2435754189944134,0.27124183006535946,0.2508038585209003,0.22839506172839505,0.24468085106382978,0.2405475880052151,0.4522058823529412,0.24836601307189543,0.2,0.4,0.24875621890547264,0.27,0.1927710843373494,0.23391812865497075
Aira-124M,https://huggingface.co/nicholasKluge/Aira-124M,nicholasKluge/Aira-124M,0.124,0.2529048444098589,0.19880546075085323,0.2921728739294961,0.22,0.2074074074074074,0.17763157894736842,0.2,0.21132075471698114,0.2569444444444444,0.19,0.28,0.19,0.24277456647398843,0.21568627450980393,0.25,0.26382978723404255,0.2543859649122807,0.2620689655172414,0.24867724867724866,0.16666666666666666,0.13,0.21935483870967742,0.19704433497536947,0.32,0.21212121212121213,0.35353535353535354,0.36787564766839376,0.30256410256410254,0.22962962962962963,0.23109243697478993,0.2185430463576159,0.3467889908256881,0.4722222222222222,0.27941176470588236,0.28270042194092826,0.1210762331838565,0.25190839694656486,0.2727272727272727,0.25,0.26993865030674846,0.2767857142857143,0.1941747572815534,0.23504273504273504,0.3,0.24521072796934865,0.24855491329479767,0.2424581005586592,0.25163398692810457,0.18006430868167203,0.25308641975308643,0.2730496453900709,0.25554106910039115,0.44485294117647056,0.25,0.18181818181818182,0.4,0.24378109452736318,0.27,0.22289156626506024,0.2807017543859649
mptk-1b,https://huggingface.co/team-lucid/mptk-1b,team-lucid/mptk-1b,1.0,0.2710704249166049,0.22696245733788395,0.25204142601075485,0.3,0.2074074074074074,0.24342105263157895,0.22,0.2679245283018868,0.25,0.39,0.33,0.31,0.28901734104046245,0.30392156862745096,0.22,0.2297872340425532,0.21052631578947367,0.21379310344827587,0.25396825396825395,0.36507936507936506,0.36,0.23870967741935484,0.27586206896551724,0.23,0.23636363636363636,0.30808080808080807,0.35751295336787564,0.36153846153846153,0.26296296296296295,0.3277310924369748,0.31125827814569534,0.326605504587156,0.3425925925925926,0.22058823529411764,0.22784810126582278,0.13452914798206278,0.2748091603053435,0.23140495867768596,0.21296296296296297,0.19631901840490798,0.21428571428571427,0.3592233009708738,0.2777777777777778,0.26,0.19923371647509577,0.24855491329479767,0.27262569832402234,0.2777777777777778,0.2540192926045016,0.25617283950617287,0.26595744680851063,0.2392438070404172,0.4411764705882353,0.25326797385620914,0.2909090909090909,0.2816326530612245,0.2537313432835821,0.24,0.28313253012048195,0.23976608187134502
Sheared-LLaMA-1.3B,https://huggingface.co/princeton-nlp/Sheared-LLaMA-1.3B,princeton-nlp/Sheared-LLaMA-1.3B,1.3,0.25705062221578234,0.2909556313993174,0.4552877912766381,0.26,0.28888888888888886,0.18421052631578946,0.31,0.2792452830188679,0.2569444444444444,0.21,0.29,0.22,0.20809248554913296,0.21568627450980393,0.31,0.33191489361702126,0.2631578947368421,0.23448275862068965,0.24338624338624337,0.16666666666666666,0.32,0.24838709677419354,0.30049261083743845,0.25,0.21818181818181817,0.21212121212121213,0.20725388601036268,0.26153846153846155,0.2740740740740741,0.23529411764705882,0.2582781456953642,0.22385321100917432,0.21296296296296297,0.27941176470588236,0.27848101265822783,0.34977578475336324,0.24427480916030533,0.33884297520661155,0.28703703703703703,0.2392638036809816,0.26785714285714285,0.23300970873786409,0.31196581196581197,0.26,0.2720306513409962,0.2398843930635838,0.2424581005586592,0.26143790849673204,0.27009646302250806,0.25308641975308643,0.2801418439716312,0.26140808344198174,0.1801470588235294,0.27941176470588236,0.3090909090909091,0.23673469387755103,0.21890547263681592,0.24,0.25301204819277107,0.26900584795321636
guanaco-33b-merged,https://huggingface.co/timdettmers/guanaco-33b-merged,timdettmers/guanaco-33b-merged,33.0,0.5378094701458696,0.5870307167235495,0.6446922923720374,0.34,0.48148148148148145,0.5657894736842105,0.54,0.5622641509433962,0.5625,0.43,0.43,0.37,0.5144508670520231,0.3431372549019608,0.59,0.4595744680851064,0.3684210526315789,0.4413793103448276,0.31216931216931215,0.29365079365079366,0.33,0.6290322580645161,0.3793103448275862,0.54,0.7212121212121212,0.7222222222222222,0.7150259067357513,0.49230769230769234,0.2777777777777778,0.5294117647058824,0.32450331125827814,0.7302752293577982,0.375,0.7794117647058824,0.7679324894514767,0.5874439461883408,0.6412213740458015,0.7272727272727273,0.6111111111111112,0.6380368098159509,0.38392857142857145,0.6310679611650486,0.7863247863247863,0.62,0.6756066411238825,0.5491329479768786,0.2569832402234637,0.5718954248366013,0.6012861736334405,0.6172839506172839,0.42907801418439717,0.424380704041721,0.5808823529411765,0.5212418300653595,0.6363636363636364,0.5918367346938775,0.6915422885572139,0.78,0.4578313253012048,0.7251461988304093
guanaco-65b-merged,https://huggingface.co/timdettmers/guanaco-65b-merged,timdettmers/guanaco-65b-merged,65.0,0.2517020428447729,0.2030716723549488,0.2615016928898626,0.22,0.18518518518518517,0.17763157894736842,0.3,0.21509433962264152,0.2569444444444444,0.2,0.26,0.21,0.20809248554913296,0.21568627450980393,0.28,0.26382978723404255,0.23684210526315788,0.2413793103448276,0.20899470899470898,0.2857142857142857,0.18,0.1774193548387097,0.15270935960591134,0.25,0.7696969696969697,0.17676767676767677,0.19689119170984457,0.20256410256410257,0.2111111111111111,0.21008403361344538,0.1986754966887417,0.1926605504587156,0.1527777777777778,0.8382352941176471,0.2742616033755274,0.31390134529147984,0.2595419847328244,0.2396694214876033,0.25925925925925924,0.22085889570552147,0.3125,0.17475728155339806,0.2948717948717949,0.3,0.23754789272030652,0.24855491329479767,0.23798882681564246,0.22549019607843138,0.1864951768488746,0.21604938271604937,0.23404255319148937,0.26792698826597133,0.18382352941176472,0.25,0.21818181818181817,0.18775510204081633,0.24378109452736318,0.28,0.28313253012048195,0.3216374269005848
Phind-CodeLlama-34B-Python-v1,https://huggingface.co/Phind/Phind-CodeLlama-34B-Python-v1,Phind/Phind-CodeLlama-34B-Python-v1,34.0,0.27953577082584075,0.20392491467576793,0.2733519219279028,0.28,0.28888888888888886,0.32894736842105265,0.22,0.3169811320754717,0.2777777777777778,0.36,0.32,0.29,0.30057803468208094,0.27450980392156865,0.19,0.2723404255319149,0.18421052631578946,0.2620689655172414,0.2328042328042328,0.3492063492063492,0.17,0.31290322580645163,0.270935960591133,0.23,0.2606060606060606,0.3333333333333333,0.3160621761658031,0.36666666666666664,0.25925925925925924,0.27310924369747897,0.304635761589404,0.30275229357798167,0.4398148148148148,0.2549019607843137,0.2869198312236287,0.27802690582959644,0.2824427480916031,0.256198347107438,0.24074074074074073,0.22085889570552147,0.21428571428571427,0.34951456310679613,0.20512820512820512,0.29,0.32950191570881227,0.2514450867052023,0.27262569832402234,0.2581699346405229,0.2765273311897106,0.25617283950617287,0.24822695035460993,0.242503259452412,0.4485294117647059,0.24509803921568626,0.22727272727272727,0.3795918367346939,0.23383084577114427,0.27,0.21084337349397592,0.3157894736842105
MiniChat-3B,https://huggingface.co/GeneZC/MiniChat-3B,GeneZC/MiniChat-3B,3.0,0.3917205247578648,0.4112627986348123,0.4955188209520016,0.29,0.4,0.40131578947368424,0.33,0.4830188679245283,0.4305555555555556,0.31,0.35,0.37,0.34104046242774566,0.20588235294117646,0.54,0.34893617021276596,0.22807017543859648,0.3724137931034483,0.24867724867724866,0.25396825396825395,0.27,0.3903225806451613,0.32019704433497537,0.38,0.509090909090909,0.4898989898989899,0.46113989637305697,0.37435897435897436,0.2111111111111111,0.3445378151260504,0.271523178807947,0.5082568807339449,0.25925925925925924,0.45588235294117646,0.5021097046413502,0.3811659192825112,0.46564885496183206,0.5289256198347108,0.4166666666666667,0.3374233128834356,0.25892857142857145,0.44660194174757284,0.6282051282051282,0.52,0.45338441890166026,0.3988439306358382,0.24804469273743016,0.4477124183006536,0.4405144694533762,0.4012345679012346,0.3404255319148936,0.3285528031290743,0.3161764705882353,0.38562091503267976,0.44545454545454544,0.5102040816326531,0.5223880597014925,0.57,0.4457831325301205,0.43859649122807015
MiniMA-3B,https://huggingface.co/GeneZC/MiniMA-3B,GeneZC/MiniMA-3B,3.0,0.2868921733529629,0.3993174061433447,0.49990041824337783,0.3,0.25925925925925924,0.28289473684210525,0.24,0.2943396226415094,0.2847222222222222,0.26,0.4,0.35,0.2543352601156069,0.27450980392156865,0.33,0.225531914893617,0.2543859649122807,0.4,0.2566137566137566,0.18253968253968253,0.33,0.267741935483871,0.19704433497536947,0.29,0.30303030303030304,0.2727272727272727,0.31088082901554404,0.31025641025641026,0.23703703703703705,0.31092436974789917,0.2847682119205298,0.27155963302752295,0.28703703703703703,0.2549019607843137,0.25738396624472576,0.2914798206278027,0.32061068702290074,0.36363636363636365,0.2037037037037037,0.2883435582822086,0.2857142857142857,0.18446601941747573,0.3418803418803419,0.38,0.29246487867177523,0.31213872832369943,0.2122905027932961,0.3137254901960784,0.3729903536977492,0.30246913580246915,0.2872340425531915,0.2940026075619296,0.2647058823529412,0.272875816993464,0.2636363636363636,0.4,0.3034825870646766,0.21,0.23493975903614459,0.3216374269005848
gpt2-xl_lima,https://huggingface.co/lgaalves/gpt2-xl_lima,lgaalves/gpt2-xl_lima,,0.25426014917540624,0.2645051194539249,0.39842660824536946,0.26,0.24444444444444444,0.2236842105263158,0.22,0.30566037735849055,0.2777777777777778,0.22,0.3,0.32,0.3352601156069364,0.13725490196078433,0.26,0.251063829787234,0.23684210526315788,0.2827586206896552,0.20105820105820105,0.30158730158730157,0.17,0.20967741935483872,0.15763546798029557,0.29,0.3151515151515151,0.3383838383838384,0.22797927461139897,0.3564102564102564,0.2111111111111111,0.226890756302521,0.2980132450331126,0.3522935779816514,0.4537037037037037,0.20098039215686275,0.20675105485232068,0.14349775784753363,0.24427480916030533,0.15702479338842976,0.25925925925925924,0.27607361963190186,0.2857142857142857,0.27184466019417475,0.23931623931623933,0.3,0.26181353767560667,0.24855491329479767,0.2424581005586592,0.22549019607843138,0.2057877813504823,0.25617283950617287,0.23049645390070922,0.24119947848761408,0.19852941176470587,0.2434640522875817,0.2727272727272727,0.2163265306122449,0.2537313432835821,0.24,0.26506024096385544,0.3216374269005848
